transaction_line_id,order_id,customer_id,product_title,category,channel,province,net_revenue_zar,return_flag,return_risk_score,risk_band
215644,10156263,155553,Shoes ProClip 8.0 Race,Footwear,Organic Search,KwaZulu-Natal,16660.65,0,0.6648065448625288,High
33450,10024238,140557,Socks MTB,Footwear,Organic Search,Northern Cape,194.1,1,0.6640442471103094,High
69835,10050604,126743,Shoes Flat 2.0 - Women,Footwear,Paid Search,Northern Cape,2078.14,0,0.6637551930049798,High
74230,10053789,108988,Shoes Flat 3.0,Footwear,Paid Search,Northern Cape,1282.75,0,0.663560566928869,High
283108,10205150,66144,Boots 4.5,Footwear,Organic Search,KwaZulu-Natal,26191.34,0,0.6635131973791871,High
284024,10205813,48591,Socks MTB Endurance,Footwear,Email,Northern Cape,591.88,0,0.6630604349027549,High
105953,10076776,139464,Socks MTB Endurance,Footwear,Organic Search,KwaZulu-Natal,150.28,0,0.6629838262350755,High
227711,10165007,41493,Boots 4.5,Footwear,Email,Northern Cape,6740.28,0,0.6627733929207174,High
132937,10096330,113688,Shoes Flat 1.0,Footwear,Direct,Northern Cape,1569.82,0,0.6621341412565448,High
101911,10073847,84212,Shoes ProClip 6.0 Trail Boa - Women,Footwear,Email,Northern Cape,7845.15,0,0.6618677758553428,High
104713,10075878,177703,Boots 5.5 FlexLock,Footwear,Direct,Northern Cape,17434.46,0,0.6618425151464823,High
150591,10109123,115850,Inner Joint T-Nut Screw,Footwear,Organic Search,Northern Cape,197.67,0,0.6600352747492065,High
68168,10049396,73779,Buckle Moto 6.5/ADV 7.5 - Pair,Footwear,Paid Search,Northern Cape,1180.77,0,0.6586494202161846,High
119208,10086381,70566,Shoes ProClip 9.0 Race Boa,Footwear,Paid Search,Western Cape,21678.43,0,0.6584974888365218,High
51820,10037550,158344,Shoes RideOn's 2.0,Footwear,Organic Search,KwaZulu-Natal,1496.37,0,0.658075630282745,High
183385,10132886,169723,Strap Kit 3.5 - Adult,Footwear,Organic Search,Northern Cape,387.51,0,0.6578162605717308,High
147616,10106967,7158,Footbed 4.5/5.5 - Pair,Footwear,Direct,Northern Cape,377.56,0,0.65757132038665,High
102261,10074101,107013,Shoes ProClip 9.0 Race Boa,Footwear,Marketplace,Gauteng,29462.66,0,0.6573606901330129,High
12765,10009249,144342,Strap Kit 3.5 - Adult,Footwear,Paid Search,Northern Cape,775.19,0,0.6573498059537157,High
216688,10157019,112441,Shoes Flat 1.0,Footwear,Organic Search,KwaZulu-Natal,659.02,0,0.6570839792264003,High
146976,10106503,132788,Shoes Flat 1.0,Footwear,Direct,Northern Cape,796.74,0,0.6568911596779788,High
56047,10040613,7627,Buckle 3.5 - Adult - Pair,Footwear,Paid Search,Northern Cape,593.51,0,0.6567492478447263,High
130201,10094347,1363,Strap Kit 5.5 - Adult,Footwear,Organic Search,KwaZulu-Natal,533.58,0,0.6565154681766548,High
22722,10016464,148696,Shoes RideOn's 2.0,Footwear,Paid Search,Northern Cape,1503.78,0,0.6564198987164768,High
132723,10096175,77513,Shin Plate Kit 5.5,Footwear,Marketplace,Northern Cape,774.01,0,0.6560419101197695,High
256254,10185690,174610,SlipOn´s 1.0,Footwear,Organic Search,KwaZulu-Natal,846.21,0,0.655981261254838,High
134447,10097424,153936,Shoes ProClip 6.0 Trail Boa,Footwear,Paid Search,Northern Cape,7797.55,0,0.6553111281387366,High
282223,10204508,163884,Socks MTB,Footwear,Organic Search,Free State,182.58,0,0.6552389845000343,High
191432,10138718,176753,Sole 4.5/5.5 Enduro - Pair,Footwear,Email,KwaZulu-Natal,5079.92,0,0.6551623517020726,High
166660,10120767,6237,Jacket ADV MultiTour 7.5,Apparel,Direct,Western Cape,51820.73,0,0.6550605310969939,High
285632,10206978,67697,Shoes Clip 2.0 Endurance - Women,Footwear,Direct,Gauteng,6108.81,0,0.6549361210765551,High
41358,10029968,74877,Shoes Flat 3.0,Footwear,Paid Social,Northern Cape,1269.36,0,0.6544697693166002,High
294243,10213218,171068,Buckle 3.5 - Adult - Pair,Footwear,Organic Search,Mpumalanga,180.86,0,0.6539057275863165,High
141987,10102888,20395,Polo Shirt Short Sleeve Team,Apparel,Organic Search,Northern Cape,501.19,0,0.6538477316886152,High
81755,10059242,80302,Boot ADV X-Flow 7.5 Short,Footwear,Email,Northern Cape,4482.6,0,0.6536019582408565,High
13141,10009521,12303,Buckle 3.5 - Adult - Pair,Footwear,Email,Mpumalanga,197.88,0,0.6531669434667103,High
3277,10002373,16066,Shoes ProClip 6.0 Endurance,Footwear,Paid Search,Northern Cape,5934.26,0,0.6530235273406514,High
288788,10209265,135752,Boots 6.5,Footwear,Direct,KwaZulu-Natal,30736.07,0,0.652968718646174,High
112548,10081555,129649,Shoes ProClip 8.0 Endurance,Footwear,Organic Search,KwaZulu-Natal,10121.02,0,0.6529265259417162,High
37772,10027370,18085,Strap Kit 4.5 - Adult,Footwear,Direct,Northern Cape,921.63,0,0.6528860828951472,High
279797,10202750,126701,Shoes ProClip 6.0 Trail Boa,Footwear,Paid Social,Northern Cape,3974.21,0,0.6528771961679768,High
70128,10050816,166208,Shoes ProClip 8.0 Endurance,Footwear,Organic Search,Western Cape,6638.82,0,0.652639243418548,High
181777,10131721,1844,Shoes ProClip 6.0 Trail Boa,Footwear,Paid Search,Northern Cape,7862.98,0,0.6525143710961442,High
158038,10114519,60137,Shoes ProClip 6.0 Endurance - Women,Footwear,Organic Search,Mpumalanga,2488.52,0,0.6525121469687242,High
34158,10024751,18085,Cleat nut plate SPD - Pair,Footwear,Direct,Northern Cape,876.95,0,0.6524974474684447,High
22843,10016552,11041,Boot ADV X-Flow 7.5 Short,Footwear,Organic Search,International,13323.61,0,0.6521808529300197,High
262228,10190019,70777,Shoes RideOn's 2.0,Footwear,Marketplace,Northern Cape,3033.43,0,0.6520452527939935,High
7498,10005432,7107,Buckle 3.5 - Adult - Pair,Footwear,Organic Search,KwaZulu-Natal,516.32,0,0.6519117901364466,High
286414,10207545,50479,Boots 3.5 - Junior,Footwear,Direct,Northern Cape,2980.92,0,0.6518948548504968,High
249618,10180881,60947,Socks Moto,Footwear,Organic Search,Mpumalanga,438.09,0,0.6517752222050776,High
38362,10027797,136682,Sole 4.5/5.5 Moto - Pair,Footwear,Marketplace,Northern Cape,1243.68,0,0.6515967442120826,High
3928,10002845,66523,Arm Warmer Sleeve - Pair,Footwear,Organic Search,KwaZulu-Natal,1117.32,0,0.6515784399312318,High
294667,10213526,94114,Shoes Flat 2.0,Footwear,Direct,Northern Cape,1538.27,0,0.651477200719838,High
292626,10212047,18365,Buckle Moto 6.5/ADV 7.5 - Pair,Footwear,Organic Search,Gauteng,327.5,0,0.6513648285687557,High
241808,10175222,111817,SlipOn´s 1.0,Footwear,Organic Search,KwaZulu-Natal,861.78,0,0.6513083169141926,High
166819,10120882,688,Boots 5.5 FlexLock,Footwear,Organic Search,Northern Cape,7519.48,0,0.6509655114668665,High
193739,10140389,94246,Strap Kit 5.5 - Adult,Footwear,Organic Search,Western Cape,515.4,0,0.6507436472309405,High
127198,10092171,17412,Shoes Flat 3.0,Footwear,Organic Search,Northern Cape,2452.12,0,0.6507293412294389,High
146068,10105845,64941,Shoes ProClip 8.0 Endurance,Footwear,Paid Search,Northern Cape,3760.73,0,0.6506880968792164,High
278790,10202021,145119,Buckle 3.5 - Adult - Pair,Footwear,Organic Search,Mpumalanga,175.71,0,0.650461182369457,High
217339,10157491,72240,Buckle 3.5 - Adult - Pair,Footwear,Paid Social,Northern Cape,390.16,0,0.6501588278107178,High
26724,10019364,139886,Buckle 3.5 - Adult - Pair,Footwear,Organic Search,Free State,174.95,0,0.6499322618418487,High
228910,10165876,175190,Sole 4.5/5.5 Moto - Pair,Footwear,Paid Social,Northern Cape,2510.22,0,0.649571563864027,High
188099,10136302,82853,Shoes Flat 1.0,Footwear,Organic Search,KwaZulu-Natal,2531.45,0,0.6495478141558197,High
193209,10140005,123203,Jersey MTB Enduro 4.0 V23,Apparel,Organic Search,Northern Cape,566.06,0,0.6492858364336596,High
196916,10142692,51504,Socks MTB - 3-pack,Footwear,Paid Social,Northern Cape,1080.03,0,0.6490011110588533,High
46262,10033522,153936,Boot ADV X-Flow 7.5 Short,Footwear,Paid Search,Northern Cape,4398.72,0,0.6489260905067679,High
205358,10148809,16104,Shoes RideOn's 2.0,Footwear,Organic Search,Western Cape,972.3,1,0.6485535541280885,High
12402,10008986,86558,Jacket ADV MultiTour 7.5,Apparel,Organic Search,Limpopo,51737.22,0,0.6484305645401641,High
280436,10203213,30400,Buckle 5.5 - Adult - Pair,Footwear,Marketplace,KwaZulu-Natal,341.3,0,0.6479686294663252,High
168466,10122076,100750,Socks Moto,Footwear,Paid Social,Northern Cape,394.75,0,0.6477638639811694,High
115267,10083526,135269,Bar shims 5.5,Footwear,Organic Search,Western Cape,1308.5,0,0.6476946376080008,High
222127,10160960,97837,Buckle 3.5 - Adult - Pair,Footwear,Direct,Western Cape,191.45,0,0.6475909073017341,High
2012,10001457,69096,Socks MTB,Footwear,Direct,KwaZulu-Natal,337.86,0,0.647576853785261,High
291884,10211509,106695,Shoes ProClip 8.0 Race,Footwear,Direct,KwaZulu-Natal,8060.36,0,0.6474591406856152,High
128050,10092789,62936,Shoes ProClip 8.0 Endurance,Footwear,Organic Search,KwaZulu-Natal,14822.04,0,0.6472538587179509,High
269777,10195489,49618,Socks MTB Endurance,Footwear,Organic Search,Western Cape,162.74,0,0.6472091333740161,High
85582,10062015,81978,Shoes RideOn's 2.0,Footwear,Paid Search,KwaZulu-Natal,1068.9,0,0.6471459332073768,High
121867,10088308,175489,Sole 4.5/5.5 Moto - Pair,Footwear,Email,Western Cape,928.13,0,0.6469601931050742,High
251755,10182430,178681,Glove ADV HydraDri 6.5 Short,Footwear,Organic Search,Mpumalanga,4991.38,0,0.6468866324660222,High
2813,10002037,88191,Socks MTB Endurance,Footwear,Organic Search,Free State,163.46,0,0.6468611713713129,High
290132,10210239,93722,Shoes Flat 3.0,Footwear,Organic Search,Western Cape,3285.14,1,0.6466151170736807,High
30966,10022438,95102,Boots 5.5 FlexLock,Footwear,Email,Gauteng,26558.75,0,0.6465511204523482,High
208392,10151007,39357,Boots 4.5 Enduro,Footwear,Email,Western Cape,20497.31,0,0.646369074931839,High
129681,10093971,110277,Boot ADV HydraDri 7.5 Short,Footwear,Email,Mpumalanga,14586.2,1,0.6463360735727522,High
186668,10135265,45254,Sole 4.5/5.5 Moto - Pair,Footwear,Email,Western Cape,1083.6,0,0.6459827286986555,High
29952,10021703,124351,Boot ADV HydraDri 8.5,Footwear,Direct,Limpopo,23609.84,0,0.6459112829638118,High
114530,10082992,155853,Boot ADV X-Flow 7.5 Short,Footwear,Paid Search,Western Cape,17075.44,0,0.6458948751492671,High
157828,10114367,98787,Shoes Flat 2.0 - Women,Footwear,Direct,International,3518.91,0,0.6458775418525565,High
152363,10110407,170625,Boots 4.5 HydraDri,Footwear,Direct,International,21947.85,0,0.6458529887052442,High
282079,10204404,21632,Strap Kit 4.5 - Adult,Footwear,Organic Search,Gauteng,452.21,0,0.6458503616370399,High
253355,10183589,172600,Strap Kit 4.5 - Adult,Footwear,Paid Social,Northern Cape,490.35,0,0.6455739563948248,High
132149,10095759,65554,Boot ADV HydraDri 7.5 Short,Footwear,Direct,Northern Cape,4846.12,0,0.6454847678896573,High
88773,10064327,121796,Socks MTB Endurance,Footwear,Direct,KwaZulu-Natal,326.12,0,0.6454582157870764,High
299978,10217374,53187,Buckle Moto 6.5/ADV 7.5 - Pair,Footwear,Email,KwaZulu-Natal,354.77,0,0.645394102817399,High
257425,10186539,88833,Strap Kit 4.5 - Adult,Footwear,Organic Search,Gauteng,867.19,0,0.6453401791516452,High
158805,10115075,83229,Buckle 5.5 - Adult - Pair,Footwear,Email,Mpumalanga,377.29,0,0.6450969229350095,High
256845,10186118,42444,Jersey MTB Trail 3.0 - Long Sleeve - Women,Apparel,Organic Search,Northern Cape,704.9,0,0.6450378006777503,High
235059,10170331,171075,Socks MTB Endurance,Footwear,Organic Search,KwaZulu-Natal,184.3,0,0.6449700812117054,High
201533,10146037,102059,Shoes ProFlat 3.0 - Women,Footwear,Organic Search,Western Cape,3372.37,0,0.6449291736683179,High
79823,10057842,57739,Shoes Flat 1.0,Footwear,Paid Social,Northern Cape,796.05,0,0.6448161836612059,High
234912,10170225,13743,Sole 4.5/5.5 Moto - Pair,Footwear,Marketplace,KwaZulu-Natal,4153.38,0,0.6446996743829536,High
159307,10115439,116652,SlipOn´s 1.0,Footwear,Direct,Western Cape,725.72,0,0.6446163087709277,High
183200,10132752,95089,Shoe Laces Non-Stretch - Pair,Footwear,Direct,KwaZulu-Natal,420.85,0,0.6445075463774471,High
237301,10171956,90483,Shoes Flat 1.0,Footwear,Direct,Gauteng,658.64,0,0.6445025417954263,High
199898,10144852,34760,Arm Warmer Sleeve - Pair,Footwear,Direct,Western Cape,1014.12,1,0.6443879183941251,High
238628,10172918,105537,Polo Shirt Short Sleeve Team,Apparel,Email,Northern Cape,804.26,0,0.6443605040000792,High
171616,10124358,134324,Jersey MTB Endurance 3.0 - Women,Apparel,Organic Search,Northern Cape,1648.35,0,0.6442731921634454,High
119647,10086700,126818,Socks MTB - 3-pack,Footwear,Paid Search,Mpumalanga,487.14,0,0.6442297560640619,High
65079,10047157,72346,Strap Kit 4.5 - Adult,Footwear,Paid Search,Limpopo,428.88,0,0.6441586123593064,High
255823,10185378,154903,Shoes Flat 3.0,Footwear,Email,Western Cape,2436.96,0,0.6441517083688871,High
290902,10210797,91536,Socks MTB Endurance,Footwear,Marketplace,KwaZulu-Natal,262.7,0,0.6438464180470461,High
203661,10147579,161561,Jacket ADV MultiTour 7.5,Apparel,Direct,Western Cape,48497.16,0,0.643781965266399,High
174823,10126682,146011,Shoes RideOn's 2.0,Footwear,Direct,KwaZulu-Natal,2670.48,0,0.643737168172304,High
156404,10113335,156811,Shoes ProClip 8.0 Race,Footwear,Direct,Mpumalanga,13038.11,0,0.6434927236312395,High
156573,10113457,60022,Shoes Flat 1.0,Footwear,Direct,KwaZulu-Natal,1684.78,1,0.6434888259445348,High
64546,10046771,162676,Sole 4.5/5.5 Moto - Pair,Footwear,Organic Search,Mpumalanga,4756.61,0,0.6432992554860244,High
66445,10048147,44624,Boots 6.5,Footwear,Paid Social,Western Cape,32025.42,0,0.6432561276802291,High
213456,10154677,174208,Footbed Carbon Anti-Odor - Pair,Footwear,Organic Search,Western Cape,260.08,0,0.6431125674000933,High
155133,10112414,144150,Shoes ProClip 8.0 Race,Footwear,Email,Gauteng,10041.45,0,0.6429809881247299,High
277157,10200837,142657,Jersey MTB Endurance 5.0,Apparel,Organic Search,Northern Cape,2083.58,0,0.642917815253378,High
186540,10135173,80150,Shoes ProClip 8.0 Race - Women,Footwear,Paid Search,KwaZulu-Natal,2950.91,0,0.6428962827106687,High
111016,10080445,26859,Jersey Moto 5.5 UltraWeld -V25,Apparel,Paid Search,Northern Cape,3923.7,0,0.6427580558064843,High
234736,10170097,11142,Shoes Clip 4.0,Footwear,Organic Search,Gauteng,1510.77,0,0.6427390387675542,High
72194,10052313,173231,Boots 4.5 HydraDri,Footwear,Organic Search,Gauteng,21976.22,0,0.642699491178848,High
112926,10081829,56689,T-Shirt Core,Apparel,Email,Northern Cape,502.28,0,0.6426962319063942,High
250682,10181652,15092,Shoes Clip 4.0,Footwear,Email,KwaZulu-Natal,1879.45,0,0.6426615538128527,High
233446,10169163,36219,Socks MTB,Footwear,Organic Search,KwaZulu-Natal,642.94,0,0.6425545954801261,High
97886,10070931,59796,Shoes ProFlat 3.0,Footwear,Direct,Western Cape,3372.9,1,0.6425286048992367,High
19560,10014173,87288,Socks Moto,Footwear,Email,KwaZulu-Natal,480.94,0,0.6422402098110557,High
64621,10046826,140546,Boots 5.5 FlexLock Enduro,Footwear,Email,KwaZulu-Natal,17776.78,0,0.6421906577019476,High
63920,10046318,81401,Strap Kit 4.5 - Adult,Footwear,Organic Search,Mpumalanga,413.13,0,0.6417306514377074,High
44615,10032328,121070,Glove ADV HydraDri 6.5 Short,Footwear,Organic Search,Gauteng,5544.19,0,0.6417176428586522,High
259106,10187757,74318,Socks MTB Endurance,Footwear,Email,Free State,196.72,0,0.641569442899703,High
22071,10015992,176194,Shoes Flat 1.0 Hi,Footwear,Organic Search,Mpumalanga,1177.33,0,0.6414273110731636,High
66842,10048435,59297,Buckle 4.5 - Adult - Pair,Footwear,Organic Search,Gauteng,233.05,0,0.6413949148036194,High
134472,10097442,61294,Socks MTB,Footwear,Email,Free State,196.59,0,0.6413480023029928,High
146341,10106043,99185,Jacket ADV MultiTour 5.5,Apparel,Paid Search,KwaZulu-Natal,38278.59,0,0.6413299590235921,High
172856,10125257,85493,Shoes Flat 1.0,Footwear,Email,International,1984.02,0,0.6411055084344326,High
256684,10186002,101014,Shoes ProFlat 3.0 - Women,Footwear,Direct,Western Cape,6495.25,1,0.6410889500730254,High
44318,10032113,25642,Shoes Flat 1.0,Footwear,Email,KwaZulu-Natal,762.55,0,0.641022433493318,High
73329,10053136,159212,Strap Kit 4.5 - Adult,Footwear,Organic Search,Western Cape,469.47,0,0.6409682186783229,High
86970,10063021,80101,Shoes ProClip 8.0 Race,Footwear,Organic Search,Free State,2737.71,0,0.6409449294051359,High
56205,10040727,132348,Boots 4.5 Enduro,Footwear,Organic Search,International,13767.12,0,0.6408372874486713,High
105096,10076155,148614,Shoes Flat 2.0 - Women,Footwear,Email,Free State,4092.84,0,0.6408261930386469,High
59482,10043102,103563,Shoes Flat 2.0,Footwear,Organic Search,KwaZulu-Natal,1319.39,0,0.6408124773278735,High
98187,10071149,61773,Socks MTB Endurance,Footwear,Organic Search,Free State,188.25,0,0.6408055163616403,High
228719,10165737,100506,Shoe Laces Non-Stretch - Pair,Footwear,Direct,Limpopo,423.61,0,0.6406256514135268,High
212548,10154019,159018,Shoes Clip 2.0 Endurance,Footwear,Organic Search,Mpumalanga,5966.54,0,0.6405466035429879,High
280678,10203389,16173,Shoes ProClip 8.0 Endurance - Women,Footwear,Direct,Western Cape,14922.84,1,0.6405157508130672,High
160305,10116162,176182,Socks Moto,Footwear,Paid Search,KwaZulu-Natal,897.0,0,0.6403819136656113,High
57388,10041584,130603,Socks MTB,Footwear,Organic Search,Western Cape,218.81,0,0.640116421390024,High
215417,10156098,100760,Strap Kit 4.5 - Adult,Footwear,Email,Mpumalanga,449.66,0,0.640075449277615,High
31730,10022992,4426,Socks MTB,Footwear,Paid Search,Western Cape,228.53,0,0.6399087940185919,High
213345,10154597,98729,Socks Moto,Footwear,Organic Search,Western Cape,442.47,0,0.6398769273723407,High
91340,10066187,136155,Shoes ProFlat 2.0,Footwear,Organic Search,Western Cape,2215.46,0,0.6397919662716958,High
77770,10056354,99868,Boots 5.5 FlexLock,Footwear,Paid Search,International,25591.11,0,0.639775305579613,High
260660,10188883,131061,Shoes ProClip 6.0 Endurance - Women,Footwear,Organic Search,KwaZulu-Natal,5980.08,0,0.6396832531764972,High
226827,10164366,4657,Buckle 3.5 - Adult - Pair,Footwear,Email,Mpumalanga,197.83,0,0.63964816539649,High
206228,10149439,131047,Shoes Clip 4.0,Footwear,Marketplace,Western Cape,1770.96,0,0.6395781868121455,High
71787,10052018,86473,Socks MTB,Footwear,Direct,Western Cape,192.67,0,0.6394993824803474,High
116542,10084450,31981,Shoes Clip 2.0 Endurance - Women,Footwear,Organic Search,Free State,2263.92,0,0.6394979440583128,High
270644,10196118,40108,Footbed Carbon Anti-Odor - Pair,Footwear,Email,Mpumalanga,295.66,1,0.6394648732896239,High
184488,10133686,109134,SlipOn´s 1.0,Footwear,Organic Search,KwaZulu-Natal,878.4,0,0.6393965074026637,High
78821,10057115,12378,Buckle 3.5 - Adult - Pair,Footwear,Organic Search,Mpumalanga,196.87,0,0.6393904921498645,High
7478,10005418,125381,Socks MTB,Footwear,Paid Search,KwaZulu-Natal,160.2,0,0.6393787219528814,High
179488,10130063,79270,Strap Kit 3.5 - Adult,Footwear,Organic Search,Gauteng,699.74,0,0.6393779697510398,High
254345,10184307,5130,Shoes Flat 1.0,Footwear,Paid Search,International,1365.44,0,0.639321086155321,High
52811,10038268,89045,Buckle 5.5 - Adult - Pair,Footwear,Organic Search,Western Cape,345.64,0,0.6392984400941396,High
283157,10205185,47103,Socks MTB,Footwear,Email,KwaZulu-Natal,205.71,0,0.6392801478404179,High
47671,10034543,162576,Socks Moto,Footwear,Paid Search,Mpumalanga,381.31,0,0.6390554324801467,High
105311,10076311,41771,Buckle 5.5 - Adult - Pair,Footwear,Direct,Free State,743.26,0,0.6390220928954385,High
129283,10093682,168080,Shoes ProClip 5.0,Footwear,Paid Search,Western Cape,2849.01,0,0.6390135480805135,High
159068,10115265,48353,Cleat shim set SPD - 4 pcs,Footwear,Email,Free State,196.09,1,0.6389212895067832,High
260476,10188750,88630,Buckle 3.5 - Adult - Pair,Footwear,Organic Search,KwaZulu-Natal,351.43,0,0.6388936192094927,High
37629,10027266,155995,Shoes ProFlat 2.0,Footwear,Direct,KwaZulu-Natal,4449.81,0,0.6388692214328237,High
234024,10169581,107366,Strap Kit 4.5 - Adult,Footwear,Organic Search,KwaZulu-Natal,412.85,0,0.6388574005860359,High
299552,10217065,41011,Jersey MTB Endurance 5.0,Apparel,Organic Search,Northern Cape,1274.69,0,0.6388016174920882,High
30890,10022383,55232,Shoes Clip 4.0,Footwear,Email,Free State,1779.09,0,0.638778479236639,High
170369,10123455,24473,Socks MTB,Footwear,Organic Search,Western Cape,190.29,0,0.6387435788918947,High
121093,10087747,35941,Arm Warmer Sleeve - Pair,Footwear,Paid Search,KwaZulu-Natal,484.59,0,0.6387034322051992,High
140612,10101892,131462,Socks MTB Endurance,Footwear,Organic Search,International,387.1,0,0.6386637893094267,High
163985,10118828,84348,Jacket ADV FlowTour 5.5,Apparel,Organic Search,Northern Cape,13334.66,0,0.6386595036163865,High
292167,10211714,59122,Shoes Flat 3.0,Footwear,Email,Western Cape,2587.54,0,0.6386038333858374,High
166460,10120622,151363,Buckle 5.5 - Adult - Pair,Footwear,Paid Search,Mpumalanga,368.4,0,0.6385963357543957,High
150741,10109231,7504,Boot ADV HydraDri 7.5,Footwear,Direct,Western Cape,12812.94,0,0.6385307305243647,High
49604,10035944,102538,Sole 4.5/5.5 Moto - Pair,Footwear,Organic Search,Mpumalanga,780.98,0,0.6384906627245498,High
191712,10138921,108734,Jersey MTB Trail 3.0 - Long Sleeve,Apparel,Email,Northern Cape,2297.66,0,0.6384817604625133,High
127346,10092278,168818,Sole 4.5/5.5 Enduro - Pair,Footwear,Organic Search,Western Cape,2047.76,0,0.6384615971124504,High
105619,10076534,157135,Buckle 4.5 - Adult - Pair,Footwear,Organic Search,Mpumalanga,254.64,0,0.63836745958098,High
39058,10028302,116608,Buckle 5.5 - Adult - Pair,Footwear,Direct,Western Cape,344.36,0,0.638063494313767,High
212906,10154278,527,Jersey MTB Trail 3.0 - Women,Apparel,Organic Search,Northern Cape,1329.23,1,0.6380166413055101,High
75755,10054894,117826,Sole 4.5/5.5 Moto - Pair,Footwear,Direct,KwaZulu-Natal,894.35,0,0.6380114427854979,High
179517,10130084,40488,Buckle 3.5 - Adult - Pair,Footwear,Email,Free State,172.11,1,0.6380091269653118,High
244284,10177016,121324,Jersey MTB Trail 3.0 V24,Apparel,Organic Search,Northern Cape,2522.6,0,0.6380000277509372,High
64705,10046886,140626,SlipOn´s 1.0,Footwear,Paid Search,KwaZulu-Natal,823.52,0,0.6379994907270233,High
96047,10069598,7722,Shoes ProClip 8.0 Endurance - Women,Footwear,Organic Search,Mpumalanga,6917.6,0,0.6379141929690084,High
